username,tweet,username_of_retweeter,hashtag,tweet created,number of followers,# following,label
FerrariJonez,i find it ironic that i went through years (like a decade y’all) of therapy and psychological evaluations... diagnosed as #bipolar #borderlinepersonalitydisorder #depresion and #anxiety ... only to come to #ifa and realize it wasn’t that.,no retweet username,[],2019-11-05 10:18:43+00:00,719,913,[]
,,,,,,,
Notarealguy1,"@whattheplucked @purplerainblue spoken like a true civilian, come work in my ward for a day and you will see the sickness evident in those people. alex jones is a great example. pardon my french but hes fucking insane. and a diagnosed bipolar schizophrenic.",no retweet username,[],2019-11-05 08:49:06+00:00,8,265,['diagnosed bipolar']
,,,,,,,
WoSoBri,"@notsoultracapo i suggest talking to an actual psychiatrist and seeing if you don't have depression,  but something else that would require different meds. i took antidepressants for a long time before finally being diagnosed with bipolar ii and getting meds that actually helped.",no retweet username,[],2019-11-05 08:35:18+00:00,936,2512,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
triggercalm,"happy #bookbirthday to @eleanorsegall! 🎉

eleanor’s life was rocked by her #bipolardisorder diagnosis. this is the true story of how she picked herself back up and turned things around in the name of #mentalhealthawareness - and it’s out today! 

https://t.co/etdhr3lsnf https://t.co/gxyu8pm42s",no retweet username,"[{'text': 'bookbirthday', 'indices': [6, 19]}, {'text': 'bipolardisorder', 'indices': [75, 91]}]",2019-11-05 06:22:34+00:00,7104,2288,[]
,,,,,,,
KamisaFreeman,i’ve noticed there’s a lot of celebrities that have been diagnosed with bipolar disorder. what if their talents have some connection to their disorder somehow?,no retweet username,[],2019-11-05 05:14:25+00:00,2596,4227,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
liamjhorgan,"@nunezcit1 j#i know two diagnosed bipolar people - one is a libra, the sign of balance. she sees both sides of things with both of her personalities. the other is a gemini and, welp, her hair for a while was half black and half white, and geminis have two faces. coincidence? i think not 😳",no retweet username,[],2019-11-05 05:05:03+00:00,206,497,['diagnosed bipolar']
,,,,,,,
coffeeandcreeps,"(for reference and context, i have been diagnosed over the years with bipolar 2, agoraphobia, ptsd, and most recently borderline personality disorder) 🍨🌸🍨🌸🍨🌸🍨🌸",no retweet username,[],2019-11-05 04:27:37+00:00,163,371,[]
,,,,,,,
LisaSimpson24,@tjwhitfordnz it keeps him front and center so i doubt he cares. i mean when they first diagnosed sonny with bipolar they made a point of saying he shouldn’t mix his meds with alcohol and that lasted like 5 seconds.,no retweet username,[],2019-11-05 04:02:29+00:00,4635,3549,[]
,,,,,,,
boywithvmin,lmao i think im jus adhd not bipolar i luv being diagnosed wrong,no retweet username,[],2019-11-05 03:34:22+00:00,599,749,[]
,,,,,,,
WeRWorld,"true story, sad story, it was up for presale on amazon!! friends &amp; peers bought it but i went ‘nope, i can’t do this’ &amp; literally ran away to australia to get away from it. since being diagnosed &amp; medicated for adhd &amp; bipolar, i actually think i might do it. just 5 years late",no retweet username,[],2019-11-05 02:30:50+00:00,2455,2462,[]
,,,,,,,
c409stone,"@cnn unless he had already been diagnosed as: autistic, bipolar, paranoid schizophrenic or having aspergers... then he’s competent to stand trial. he was competent enough to be in regular high school... so... what changed?! 🤷🏾‍♂️ https://t.co/nob2xj3hdb",thebrothaj,[],2019-11-05 02:29:43+00:00,96,142,[]
,,,,,,,
GentlemanOfHats,"@yuval_navon2710 @angelisconfused @it_meirl_bot i'm diagnosed bipolar so if i just not eat so much and get out more i'd be doing better in both departments. although, thanks for asking.",no retweet username,[],2019-11-05 02:13:03+00:00,231,956,['diagnosed bipolar']
,,,,,,,
hvm1333,"well doc diagnosed me bipolar,thats explains alot about me🤭 maybe medical marijuana,not sure yet...off meds, none ever helpd my depession,etc sooo,  im think about it...ok see ya next month doc.",no retweet username,[],2019-11-05 01:32:21+00:00,2741,4997,[]
,,,,,,,
DakotaWagner6,"ronald braunstein, conductor and music director, was diagnosed with bipolar disorder in 1985. he wanted to create a space where, as his wife and co-founder caroline whiddon said, “people like himself could make music without being judged.”",no retweet username,[],2019-11-05 00:45:00+00:00,2,30,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
URBANPULSE_NEWS,"robert olsen shot dead anthony hill, who had been diagnosed with bipolar disorder and ptsd, in 2015.

former dekalb police officer robert olsen stands during his arraignment in decatur, georgia

a former police officer in the state of georgia who  #bl https://t.co/gozpq9a9cx https://t.co/t3jnystur7",no retweet username,[],2019-11-05 00:33:44+00:00,443,1109,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
faria1976,"since the dsm-5 was published,  1/3 of patients previously diagnosed w/ bipolar disorder no longer qualify as having the disorder. so what does this say about those who did meet the stricter criteria? https://t.co/fgwbvvpz7q 
@regionh @stanfordpsy @uthealthsa @mayoclinic @gwsmhs https://t.co/bhsegvze7c",PsychiatristCNS,[],2019-11-05 00:00:31+00:00,143,230,[]
,,,,,,,
sunnylarue17,"@_bpdiaries_ @thebloggintribe https://t.co/pkcr2zxq5v
hello, i’m sunny larue blogger, writer, music lover, martini admirer &amp; diagnosed bipolar.
my writing is about self-discovery love &amp; loss inspired by real life events. 
here’s my new blog “all mixed up.” feedback is welcome.
ty",no retweet username,[],2019-11-04 23:07:25+00:00,3678,4948,['diagnosed bipolar']
,,,,,,,
bingeiana,being diagnosed as bipolar is crazy. everyone either constantly waits for you to snap so they can ask “are you taking your medicine?” or they simply pretend as if you never said it.,no retweet username,[],2019-11-04 22:02:43+00:00,163,142,[]
,,,,,,,
TerrestrialSlim,"@doomxbunnie i used to binge drink pretty bad before i was diagnosed with bipolar. i was lucky and got diagnosed young, but my friends thought my drinking was fun. if anyone had pointed it out to me, i would have been angry. point it out anyway.",no retweet username,[],2019-11-04 21:44:27+00:00,12,61,"['diagnosed with', 'got diagnosed', 'diagnosed with bipolar']"
,,,,,,,
Lord_Willivm,@prlmordial makes me people “better” i was diagnosed bipolar at 15 and ain’t shit really relaxed me but weed. it is what it is,no retweet username,[],2019-11-04 21:28:28+00:00,307,353,['diagnosed bipolar']
,,,,,,,
sunnylarue17,"@indianbloggrs @thebloglists https://t.co/pkcr2zxq5v
hello, i’m sunny larue blogger, writer, music lover, martini admirer &amp; diagnosed bipolar.
my writing is about self-discovery love &amp; loss inspired by real life events. 
here’s my new blog “all mixed up.” feedback is welcome.
ty",no retweet username,[],2019-11-04 21:19:19+00:00,3678,4948,['diagnosed bipolar']
,,,,,,,
hopeb4change,"@knolesmichael i am glad you are feeling better. 

question- where you diagnosed with bipolar disorder?",no retweet username,[],2019-11-04 21:04:25+00:00,6145,6600,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
thebrothaj,"@cnn unless he had already been diagnosed as: autistic, bipolar, paranoid schizophrenic or having aspergers... then he’s competent to stand trial. he was competent enough to be in regular high school... so... what changed?! 🤷🏾‍♂️ https://t.co/nob2xj3hdb",no retweet username,[],2019-11-04 21:02:23+00:00,107,287,[]
,,,,,,,
MarkBuckawicki,“bitch” by meredith brooks is my favorite song about driving to the psychiatrist’s office to get diagnosed with bipolar ii,glamoureptile,[],2019-11-04 20:55:54+00:00,9674,6531,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
Lcibelle,"since the dsm-5 was published,  1/3 of patients previously diagnosed w/ bipolar disorder no longer qualify as having the disorder. so what does this say about those who did meet the stricter criteria? https://t.co/fgwbvvpz7q 
@regionh @stanfordpsy @uthealthsa @mayoclinic @gwsmhs https://t.co/bhsegvze7c",PsychiatristCNS,[],2019-11-04 20:20:35+00:00,5274,2029,[]
,,,,,,,
scottieXR,"@drpeppertwo no, i don't hate his music at all. i love kanye. but he has diagnosed bipolar with paranoia (circa 2018). and hyperreligiosity is linked to bipolar and schizoaffective disorder per the dsm. he is exhibiting classic signs of mania rather than a religious conversion. just facts.",no retweet username,[],2019-11-04 19:59:08+00:00,197,749,['diagnosed bipolar']
,,,,,,,
sunnylarue17,"@thebloggintribe https://t.co/pkcr2zxq5v
hello, i’m sunny larue blogger, writer, music lover, martini admirer &amp; diagnosed bipolar.
my writing is about self-discovery love &amp; loss inspired by real life events. 
here’s my new blog “all mixed up.” feedback is welcome.
thank you",no retweet username,[],2019-11-04 19:57:53+00:00,3678,4948,['diagnosed bipolar']
,,,,,,,
sedatbatmaz,"since the dsm-5 was published,  1/3 of patients previously diagnosed w/ bipolar disorder no longer qualify as having the disorder. so what does this say about those who did meet the stricter criteria? https://t.co/fgwbvvpz7q 
@regionh @stanfordpsy @uthealthsa @mayoclinic @gwsmhs https://t.co/bhsegvze7c",PsychiatristCNS,[],2019-11-04 19:49:33+00:00,567,1908,[]
,,,,,,,
twlrop,"since the dsm-5 was published,  1/3 of patients previously diagnosed w/ bipolar disorder no longer qualify as having the disorder. so what does this say about those who did meet the stricter criteria? https://t.co/fgwbvvpz7q 
@regionh @stanfordpsy @uthealthsa @mayoclinic @gwsmhs https://t.co/bhsegvze7c",PsychiatristCNS,[],2019-11-04 19:44:49+00:00,654,457,[]
,,,,,,,
twictitious,"@thefaerth i was misdiagnosed as bipolar early in my twenties. i read up on it, but it never really fit me. but i believed my shrink, and thought mine was maybe a case of bipolar and adhd acting together. then i learned about bpd, and it was a perfect fit. i was later diagnosed with that.",no retweet username,[],2019-11-04 19:42:33+00:00,1096,1274,['diagnosed with']
,,,,,,,
LauraStMartin2,"@ambermeredith14 i've been diagnosed as schizophrenic, bipolar, antisocial personality disorder, borderline personality disorder, schizoaffective. all of it. i also have all kinds of developmental disabilities. this is not uncommon for people with autism, especially adult females.",no retweet username,[],2019-11-04 19:26:50+00:00,4225,4999,[]
,,,,,,,
Cahbombscustoms,@nfrealmusic man your music has saved my life...was diagnosed with bipolar 1 almost 25 years ago...your lyrics help me put things in perspective when my thoughts are too much to focus...please keep making music because it's more important to some than you'll ever know,no retweet username,[],2019-11-04 19:13:31+00:00,544,4914,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
hudlion,@moonyeyed yeah. for like 7 years i was diagnosed as bipolar. psychiatrists see what they want to see i think,no retweet username,[],2019-11-04 19:05:06+00:00,2062,4901,[]
,,,,,,,
KuntryKupcake27,@andy has @absolutelyquad been diagnosed with borderline personality disorder or bipolar disorder? #married2medicine #married2med,no retweet username,"[{'text': 'married2medicine', 'indices': [99, 116]}, {'text': 'Married2Med', 'indices': [117, 129]}]",2019-11-04 18:41:03+00:00,350,693,['diagnosed with']
,,,,,,,
theregoesrichie,“bitch” by meredith brooks is my favorite song about driving to the psychiatrist’s office to get diagnosed with bipolar ii,glamoureptile,[],2019-11-04 18:39:39+00:00,5225,1672,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
LyndaCamronByer,"nothing like a quiz at new docs confirming you really do have pretty severe depression and oh, yeah, anxiety. ugh.  “well, yeah, i was diagnosed bipolar when i was younger”...
thinking “but you grow out of that, right?” um, no. fuuuuuuuh...
#normalizedepression #oversharemonday",no retweet username,[],2019-11-04 18:34:25+00:00,128,323,['diagnosed bipolar']
,,,,,,,
Royal_Stein,“bitch” by meredith brooks is my favorite song about driving to the psychiatrist’s office to get diagnosed with bipolar ii,glamoureptile,[],2019-11-04 17:55:15+00:00,5912,3119,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
nova_Corpse,“bitch” by meredith brooks is my favorite song about driving to the psychiatrist’s office to get diagnosed with bipolar ii,glamoureptile,[],2019-11-04 17:53:17+00:00,4239,1493,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
Cycloptomese,“bitch” by meredith brooks is my favorite song about driving to the psychiatrist’s office to get diagnosed with bipolar ii,glamoureptile,[],2019-11-04 17:53:02+00:00,5921,3124,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
sunnylarue17,"@thebloggintribe https://t.co/pkcr2zxq5v
hello, i’m sunny larue blogger, writer, music lover, martini admirer &amp; diagnosed bipolar.
my writing is about self-discovery love &amp; loss inspired by real life events. 
here’s my new blog “all mixed up.” feedback is welcome.
ty",no retweet username,[],2019-11-04 17:36:20+00:00,3678,4948,['diagnosed bipolar']
,,,,,,,
dp_moriarity,"since the dsm-5 was published,  1/3 of patients previously diagnosed w/ bipolar disorder no longer qualify as having the disorder. so what does this say about those who did meet the stricter criteria? https://t.co/fgwbvvpz7q 
@regionh @stanfordpsy @uthealthsa @mayoclinic @gwsmhs https://t.co/bhsegvze7c",PsychiatristCNS,[],2019-11-04 17:31:31+00:00,1597,842,[]
,,,,,,,
sunnylarue17,"@teacupclub_ https://t.co/pkcr2zxq5v
hello, i’m sunny larue blogger, writer, music lover, martini admirer &amp; diagnosed bipolar.
my writing is about self-discovery love &amp; loss inspired by real life events. 
here’s my new blog “all mixed up.” feedback is welcome.
ty",no retweet username,[],2019-11-04 17:22:33+00:00,3678,4948,['diagnosed bipolar']
,,,,,,,
romae_alexia,@rachdabrat i don’t think she’s “unpleasant” by choice....didn’t she say she was diagnosed with bipolar disorder?,no retweet username,[],2019-11-04 16:55:00+00:00,1195,898,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
mh_shelf,"@ambermeredith14 i was first diagnosed with schizo affective disorder, began taking meds for it before the doctors changed it to bipolar disorder and switched my meds. luckily they did it quickly enough that no real harm was done from taking the wrong meds i guess.",no retweet username,[],2019-11-04 16:42:24+00:00,259,473,['diagnosed with']
,,,,,,,
LostNTheAbyss,“bitch” by meredith brooks is my favorite song about driving to the psychiatrist’s office to get diagnosed with bipolar ii,glamoureptile,[],2019-11-04 16:38:30+00:00,11913,1976,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
notsoevilrick,“bitch” by meredith brooks is my favorite song about driving to the psychiatrist’s office to get diagnosed with bipolar ii,glamoureptile,[],2019-11-04 16:32:00+00:00,11033,4155,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
AlexieVallejo,"since the dsm-5 was published,  1/3 of patients previously diagnosed w/ bipolar disorder no longer qualify as having the disorder. so what does this say about those who did meet the stricter criteria? https://t.co/fgwbvvpz7q 
@regionh @stanfordpsy @uthealthsa @mayoclinic @gwsmhs https://t.co/bhsegvze7c",PsychiatristCNS,[],2019-11-04 16:25:43+00:00,272,228,[]
,,,,,,,
de_arangel,"there are other mental disorders that deal more with psychosis such as schizophrenia, bipolar disorder, etc. these are defined by behavioral patterns that relate to each mental disorder. these can only be diagnosed by behavior. there isn’t anything physical that can be detected.",no retweet username,[],2019-11-04 15:43:41+00:00,541,3,[]
,,,,,,,
sarcasmNchief,“bitch” by meredith brooks is my favorite song about driving to the psychiatrist’s office to get diagnosed with bipolar ii,glamoureptile,[],2019-11-04 15:40:52+00:00,2587,1958,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
portmanteauface,“bitch” by meredith brooks is my favorite song about driving to the psychiatrist’s office to get diagnosed with bipolar ii,glamoureptile,[],2019-11-04 15:38:03+00:00,13593,2803,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
SophiaKogan1,"since the dsm-5 was published,  1/3 of patients previously diagnosed w/ bipolar disorder no longer qualify as having the disorder. so what does this say about those who did meet the stricter criteria? https://t.co/fgwbvvpz7q 
@regionh @stanfordpsy @uthealthsa @mayoclinic @gwsmhs https://t.co/bhsegvze7c",PsychiatristCNS,[],2019-11-04 15:32:31+00:00,1266,1137,[]
,,,,,,,
auroraborelius,"since the dsm-5 was published,  1/3 of patients previously diagnosed w/ bipolar disorder no longer qualify as having the disorder. so what does this say about those who did meet the stricter criteria? https://t.co/fgwbvvpz7q 
@regionh @stanfordpsy @uthealthsa @mayoclinic @gwsmhs https://t.co/bhsegvze7c",PsychiatristCNS,[],2019-11-04 15:26:40+00:00,646,1563,[]
,,,,,,,
PsychiatristCNS,"since the dsm-5 was published,  1/3 of patients previously diagnosed w/ bipolar disorder no longer qualify as having the disorder. so what does this say about those who did meet the stricter criteria? https://t.co/fgwbvvpz7q 
@regionh @stanfordpsy @uthealthsa @mayoclinic @gwsmhs https://t.co/bhsegvze7c",no retweet username,[],2019-11-04 15:25:04+00:00,29468,4304,[]
,,,,,,,
MentalHRetweet,how to make sure your therapist or psychiatrist is a right fit for you #newdoctor #newdiagnosis #bipolar #misdiagnosis #mentalhealth #anxiousandrea https://t.co/ptstabnbpe https://t.co/m3o9oa6bkr,anxious_andrea,"[{'text': 'newdoctor', 'indices': [91, 101]}, {'text': 'newdiagnosis', 'indices': [102, 115]}, {'text': 'bipolar', 'indices': [116, 124]}, {'text': 'misdiagnosis', 'indices': [125, 138]}]",2019-11-04 15:15:22+00:00,5337,4,[]
,,,,,,,
anxious_andrea,how to make sure your therapist or psychiatrist is a right fit for you #newdoctor #newdiagnosis #bipolar #misdiagnosis #mentalhealth #anxiousandrea https://t.co/ptstabnbpe https://t.co/m3o9oa6bkr,no retweet username,"[{'text': 'newdoctor', 'indices': [71, 81]}, {'text': 'newdiagnosis', 'indices': [82, 95]}, {'text': 'bipolar', 'indices': [96, 104]}]",2019-11-04 15:14:11+00:00,107,130,[]
,,,,,,,
vicipsychcare,"you are more than your diagnosis. your diagnosis does not define you. i tell my patients, i treat symptoms not diagnoses. you are not the flu you have the flu. you are not bipolar you have bipolar. @schizophrenicny
#noshame #mentalhealth #mentalhealthawareness #reducethestigma https://t.co/pqa2iyet8w",no retweet username,[],2019-11-04 15:09:18+00:00,89,182,['have bipolar']
,,,,,,,
AndreyasAsylum,“bitch” by meredith brooks is my favorite song about driving to the psychiatrist’s office to get diagnosed with bipolar ii,glamoureptile,[],2019-11-04 14:35:17+00:00,10837,7894,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
LockWilford,“bitch” by meredith brooks is my favorite song about driving to the psychiatrist’s office to get diagnosed with bipolar ii,glamoureptile,[],2019-11-04 14:33:18+00:00,3603,2972,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
glamoureptile,“bitch” by meredith brooks is my favorite song about driving to the psychiatrist’s office to get diagnosed with bipolar ii,no retweet username,[],2019-11-04 14:33:07+00:00,14581,994,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
gingembre_calme,"no one is shamed for cancer, diabetes, or heart disease. likewise, no one should be shamed for bipolar disorder, depression, panic disorders, or schizophrenia. yet, being labeled with a mental illness insidiously stains everyone diagnosed.",DocAmen,[],2019-11-04 12:41:33+00:00,54,348,[]
,,,,,,,
HBCounselling,"this is an interesting article i found on: https://t.co/4wntbqumug
see credits below.

a mental illness diagnosis doesn’t mean you can’t date or make new friends.  #abipolar #aschizophrenic #anger #anxiety #bipolar #friends #relationships #schizophrenia # https://t.co/y0wxnqxxrp https://t.co/gqkvdk4nld",no retweet username,[],2019-11-04 09:42:15+00:00,673,634,[]
,,,,,,,
Claire_Mmuoe,"really great thread. when i was diagnosed with bipolar disorder ii, i couldn’t quite believe it, primarily because of these vast misconceptions that society has about bipolar disorder. https://t.co/dk0yng0pzn",Charli_Bone,[],2019-11-04 08:18:22+00:00,3520,5001,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
Charli_Bone,"really great thread. when i was diagnosed with bipolar disorder ii, i couldn’t quite believe it, primarily because of these vast misconceptions that society has about bipolar disorder. https://t.co/dk0yng0pzn",no retweet username,[],2019-11-04 08:03:08+00:00,8313,3281,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
obese_dyke,"self diagnosed with severe depression, anxiety, add, insomnia, ocd, antisocial personality disorder, ptsd, bipolar disorder, &amp; schizophrenia",no retweet username,[],2019-11-04 07:54:38+00:00,53,18,['diagnosed with']
,,,,,,,
trailoffears20,now you can get diagnosed with bipolar disorder and your rights put in jeopardy by an app instead of some sjw with a degree in gender studies. 🤓 https://t.co/gk2qpdcwf5,no retweet username,[],2019-11-04 07:40:26+00:00,610,2231,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
kloudbby,"i didn’t even consider the fact that i could be, but it’s been brought to my attention that i could possibly be bipolar.

my stepdad is making an appointment for me to see his psychiatrist to try and be diagnosed and medicated, and i feel so grateful.",no retweet username,[],2019-11-04 06:44:17+00:00,561,620,[]
,,,,,,,
joshualeeronin,"if you aren't diagnosed with bipolar, please don't claim it. if you're experiencing anything you think is abnormal, go get help immediately. rapid mood swings might be a symptom for other mood disorders, and only a proper diagnosis can help you establish a treatment plan. (11/12)",no retweet username,[],2019-11-04 06:34:06+00:00,11851,10994,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
joshualeeronin,"that's because a liar will claim the fake symptoms because that's how they (and everyone else) understand bipolar. this continues the vicious cycle. people truly diagnosed with bipolar, meanwhile, face ridicule or condemnation, exile, and judgment. (10/12)",no retweet username,[],2019-11-04 06:34:05+00:00,11851,10994,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
awesaamm_,"being diagnosed with bipolar disorder really is no joke, because you never know when you’re going to go into isolation from the world or completely breakdown and have an episode.",no retweet username,[],2019-11-04 04:02:19+00:00,395,368,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
Courtoly,@a_h_reaume thank you. it’s been five years since my accident and i still don’t really understand the effects of the tbi bc losing my sense of smell overshadows all the mood stuff (that drs write off as bipolar disorder i was already diagnosed with),no retweet username,[],2019-11-04 00:54:40+00:00,954,1168,['diagnosed with']
,,,,,,,
jas_kasalova,"years of depression and anxiety - finally diagnosed with bipolar 2 disorder - medication merry go round for years - many difficult times along the way.
....turns out i just had a rock in my shoe the whole time. it's all good now.",no retweet username,[],2019-11-04 00:30:59+00:00,837,1425,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
momentoftru,@aves_fave deadass. mad bashful and anxious. i have social anxiety disorder. diagnosed and everything. bipolar disorder. did. i’m a mess.,no retweet username,[],2019-11-04 00:22:58+00:00,2309,1114,[]
,,,,,,,
KillCo77143,"@bipolaruk @stephenfry @thetonyslattery @livewithluyando @april__kelley @julietteburton @annagracemylif1 i suddenly wish i was in the uk... i was diagnosed as bipolar 2 nearly a decade ago. thankfully medical cannabis has helped me regain some control of my life, but it's been a very difficult road. @stephenfry sharing his own story has helped me live with my own issues. &lt;3",no retweet username,[],2019-11-04 00:08:49+00:00,80,216,[]
,,,,,,,
Sblahov,"@sblahov yeah... i don’t feel a part of the disability community most days. i have chronic migraines, depression and anxiety, ptsd, and have been diagnosed with bipolar disorder. /1",marymba,[],2019-11-04 00:02:28+00:00,9566,1490,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
marymba,"@sblahov yeah... i don’t feel a part of the disability community most days. i have chronic migraines, depression and anxiety, ptsd, and have been diagnosed with bipolar disorder. /1",no retweet username,[],2019-11-03 23:58:20+00:00,244,416,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
gingerlyblushed,i used to have a boyfriend who was diagnosed with bipolar ii disorder. sometimes he got very flirty and caring. sometimes he acted cold and quiet. sometimes we were totally strangers. it took me some time to figure out about this (he told me). and then i understand.,no retweet username,[],2019-11-03 23:46:21+00:00,43,110,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
rwillowfish,"patient engages for a time, then withdraws, at times angry, aggressive. periods of staring off, perhaps delusions. #bipolar 1, #bpd. start quetiapine 300 pm, lithium 600 pm, lorazepam 1mg prn. #psychiatry #diagnosis https://t.co/alygkxujhp",no retweet username,[],2019-11-03 21:27:06+00:00,2300,3368,[]
,,,,,,,
SurvivingMy,"my npd mother has been trying to get me diagnosed with every mental illness under the sun since childhood, bipolar, bpd, histrionic, schizophrenia the works",no retweet username,[],2019-11-03 21:20:32+00:00,0,0,['diagnosed with']
,,,,,,,
nkedaudiologist,@claudelittner i’m surprised you gave that muppet the time of day to respond. i’m a soon to be 41yr old man who was diagnosed bipolar type 2 just twelve months ago after 22yrs without knowing. starting again now. people like you claude are an inspiration.,no retweet username,[],2019-11-03 20:34:02+00:00,54,189,['diagnosed bipolar']
,,,,,,,
DoctorWhat1983,@please_b_nice my account is up to 777 followers and i’m an unknown director that’s been diagnosed with severe bipolar disorder. watch my manic behavior in this video. does this remind you of a certain infamous recent dc comics theatrical release? https://t.co/0laqyavekh,no retweet username,[],2019-11-03 17:55:10+00:00,820,4998,['diagnosed with']
,,,,,,,
amysed1,"well, mine is diagnosed bipolar disorder so i use it to my advantage whenever possible 😎 https://t.co/j4gl56it8u",no retweet username,[],2019-11-03 17:07:01+00:00,8008,5297,['diagnosed bipolar']
,,,,,,,
JohnCeeeeee,"15) five years ago, i was diagnosed with major depressive disorder and it was the one of biggest things that ever happened in my life but ever since, i knew i was healing

little did i know that earlier this year would i be diagnosed with bipolar i disorder and boi auq na ksksksk",no retweet username,[],2019-11-03 16:35:08+00:00,2931,1372,"['diagnosed with', 'diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
EmilianoLincoln,"they don't, at least most never will. they will grow up depressed, angry, anxiety-ridden, violent. they will be diagnosed with reactive attachment disorder, bipolar disorder, etc. 

and it will be easy to find the time and place and reason they were radicalized. https://t.co/evv35qfiqs",no retweet username,[],2019-11-03 16:21:09+00:00,1751,3607,['diagnosed with']
,,,,,,,
heectoryanuk,"@iama_prodigy @dimz_i_am what do you mean by this year gave you bipolar disorder? or you were diagnosed with it this year,because it's been there all along if the diagnosis is right.",no retweet username,[],2019-11-03 15:54:52+00:00,462,614,['diagnosed with']
,,,,,,,
a_lossfor,"@vigdisdammyr i am also diagnosed with bipolar type 1. i thought i had borderline personality disorder coupled with schizophrenia, but i they tell me no. it's nice to have an official diagnosis. i'm getting a psych evaluation as well but i'm on a 6 month waiting list.",no retweet username,[],2019-11-03 13:57:48+00:00,3729,4761,"['diagnosed with', 'diagnosed with bipolar']"
,,,,,,,
